,AUD,BDT,BND,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,HKD,IDR,ILS,INR,JPY,KES,KHR,KRW,KWD,LAK,LKR,MYR,NOK,NPR,NZD,PHP,PKR,RSD,RUB,SAR,SEK,SGD,THB,USD,VND,ZAR
2019-05-09,1066.3,18.09,1120.7,389.17,1133.6,1501.8,224.07,66.494,229.09,89.073,1710.4,1985.9,194.76,10.652,427.27,21.856,1393.3,15.134,37.694,129.29,5023.4,17.589,8.7193,368.0,174.63,13.66,1005.5,29.276,10.798,14.499,23.412,407.57,158.63,1120.7,48.074,1528.5,6.5321,106.15
2019-05-10,1071.9,18.154,1124.4,388.07,1138.4,1511.3,224.72,66.879,230.45,89.45,1720.6,1992.0,195.17,10.692,429.48,21.947,1394.6,15.157,37.771,130.06,5034.4,17.627,8.685,368.44,175.37,13.717,1010.2,29.349,10.814,14.593,23.497,408.39,159.26,1124.4,48.537,1531.6,6.56,107.73
2019-05-11,1071.9,18.154,1124.4,388.07,1138.4,1511.3,224.72,66.879,230.45,89.45,1720.6,1992.0,195.17,10.692,429.48,21.947,1394.6,15.157,37.771,130.06,5034.4,17.627,8.685,368.44,175.37,13.717,1010.2,29.349,10.814,14.593,23.497,408.39,159.26,1124.4,48.537,1531.6,6.56,107.73
2019-05-12,1071.9,18.154,1124.4,388.07,1138.4,1511.3,224.72,66.879,230.45,89.45,1720.6,1992.0,195.17,10.692,429.48,21.947,1394.6,15.157,37.771,130.06,5034.4,17.627,8.685,368.44,175.37,13.717,1010.2,29.349,10.814,14.593,23.497,408.39,159.26,1124.4,48.537,1531.6,6.56,107.73
2019-05-13,1072.7,18.201,1124.1,388.63,1145.1,1523.0,223.59,67.04,231.32,89.988,1727.0,2000.5,195.95,10.665,430.91,21.854,1402.4,15.212,37.76,129.64,5054.6,17.699,8.7035,369.16,175.83,13.659,1012.2,29.344,10.859,14.641,23.522,410.07,159.39,1124.1,48.56,1537.9,6.5922,107.77
2019-05-14,1071.4,18.261,1127.6,386.36,1145.9,1531.2,224.2,67.327,232.24,90.287,1734.4,1997.5,196.58,10.693,431.56,21.939,1407.0,15.262,37.813,129.92,5071.9,17.758,8.7323,369.98,176.5,13.715,1015.7,29.442,10.891,14.699,23.603,411.44,160.8,1127.6,48.969,1543.0,6.5997,108.35
2019-05-15,1068.9,18.261,1128.0,388.02,1145.3,1533.9,224.55,67.211,231.7,90.393,1730.2,1992.4,196.56,10.667,432.11,21.977,1409.5,15.255,37.892,129.68,5072.8,17.758,8.7571,369.63,176.37,13.733,1012.9,29.491,10.891,14.676,23.817,411.43,160.75,1128.0,48.876,1543.0,6.6152,108.51
2019-05-16,1066.8,18.216,1125.0,384.59,1147.5,1526.8,223.73,67.191,231.28,90.382,1727.1,1976.0,196.1,10.652,430.83,21.95,1405.1,15.217,37.977,129.52,5060.3,17.714,8.7368,369.6,177.07,13.719,1012.9,29.326,10.615,14.643,23.879,410.42,160.49,1125.0,48.732,1539.2,6.6032,108.67
2019-05-17,1056.6,18.24,1117.0,379.62,1139.2,1522.5,222.28,66.677,229.88,90.129,1716.7,1963.7,195.77,10.635,429.74,21.908,1402.0,15.2,37.915,128.6,5050.9,17.686,8.7387,367.94,175.28,13.692,1003.7,29.184,10.366,14.557,23.774,409.77,159.4,1117.0,48.415,1536.7,6.5693,107.11
2019-05-18,1056.6,18.24,1117.0,379.62,1139.2,1522.5,222.28,66.677,229.88,90.129,1716.7,1963.7,195.77,10.635,429.74,21.908,1402.0,15.2,37.915,128.6,5050.9,17.686,8.7387,367.94,175.28,13.692,1003.7,29.184,10.366,14.557,23.774,409.77,159.4,1117.0,48.415,1536.7,6.5693,107.11
2019-05-19,1056.6,18.24,1117.0,379.62,1139.2,1522.5,222.28,66.677,229.88,90.129,1716.7,1963.7,195.77,10.635,429.74,21.908,1402.0,15.2,37.915,128.6,5050.9,17.686,8.7387,367.94,175.28,13.692,1003.7,29.184,10.366,14.557,23.774,409.77,159.4,1117.0,48.415,1536.7,6.5693,107.11
2019-05-20,1066.0,18.231,1119.8,375.58,1145.7,1526.2,222.81,66.678,230.06,90.439,1718.5,1963.4,196.25,10.657,430.94,22.15,1400.2,15.235,37.992,128.94,5062.1,17.728,8.7622,368.83,175.4,13.844,1007.0,29.207,10.417,14.576,23.849,410.74,159.69,1119.9,48.349,1540.4,6.5857,106.88
2019-05-21,1060.1,18.241,1117.9,376.23,1147.9,1526.0,223.06,66.636,230.08,90.611,1718.3,1956.4,196.36,10.644,428.38,22.099,1399.1,15.23,38.061,128.98,5061.0,17.731,8.7524,368.2,175.36,13.809,1002.8,29.325,10.25,14.565,23.871,410.98,159.36,1117.9,48.317,1541.3,6.5891,106.77
2019-05-22,1060.7,18.229,1116.9,381.35,1149.6,1524.2,223.09,66.674,230.18,90.526,1719.1,1950.6,196.23,10.604,426.38,22.097,1395.0,15.213,37.99,129.43,5059.2,17.72,8.7281,367.96,176.04,13.811,1002.0,29.357,10.124,14.571,23.919,410.71,159.75,1117.0,48.195,1540.3,6.5881,107.1
2019-05-23,1058.0,18.219,1114.3,381.0,1143.5,1525.2,222.58,66.396,229.59,91.062,1714.4,1943.6,196.12,10.646,426.12,22.064,1397.7,15.196,38.0,129.24,5055.7,17.689,8.7181,367.09,175.8,13.79,999.2,29.32,10.128,14.536,23.867,410.47,159.62,1114.3,48.129,1539.4,6.5817,106.46
2019-05-24,1060.4,18.243,1116.1,380.29,1142.5,1533.0,222.64,66.527,230.2,91.141,1719.2,1950.8,195.85,10.68,426.59,22.066,1403.4,15.174,37.944,129.41,5053.2,17.663,8.7088,366.72,176.16,13.79,1003.6,29.42,10.129,14.57,23.784,409.87,160.34,1116.1,48.245,1537.1,6.5716,106.58
2019-05-25,1060.4,18.243,1116.1,380.29,1142.5,1533.0,222.64,66.527,230.2,91.141,1719.2,1950.8,195.85,10.68,426.59,22.066,1403.4,15.174,37.944,129.41,5053.2,17.663,8.7088,366.72,176.16,13.79,1003.6,29.42,10.129,14.57,23.784,409.87,160.34,1116.1,48.245,1537.1,6.5716,106.58
2019-05-26,1060.4,18.243,1116.1,380.29,1142.5,1533.0,222.64,66.527,230.2,91.141,1719.2,1950.8,195.85,10.68,426.59,22.066,1403.4,15.174,37.944,129.41,5053.2,17.663,8.7088,366.72,176.16,13.79,1003.6,29.42,10.129,14.57,23.784,409.87,160.34,1116.1,48.245,1537.1,6.5716,106.58
2019-05-27,1061.1,18.141,1115.2,381.05,1139.8,1524.0,222.23,66.415,229.71,91.177,1715.5,1947.6,195.27,10.659,425.13,22.022,1399.9,15.146,37.908,129.3,5037.1,17.622,8.7029,366.13,176.07,13.763,1003.4,29.347,10.151,14.541,23.776,408.71,160.36,1115.2,48.186,1532.8,6.5538,106.12
2019-05-28,1060.7,18.142,1112.7,379.15,1138.8,1527.4,221.77,66.411,229.84,91.224,1716.1,1942.2,195.31,10.664,424.94,22.002,1403.3,15.132,37.821,128.93,5037.5,17.624,8.6961,366.11,176.27,13.75,1004.0,29.327,10.105,14.555,23.745,408.75,160.37,1112.7,48.265,1532.9,6.5525,105.01
2019-05-29,1061.7,18.17,1110.1,381.46,1136.4,1526.7,222.16,66.234,229.4,91.224,1712.8,1940.4,195.59,10.654,424.93,21.957,1405.3,15.137,37.862,128.43,5044.4,17.648,8.7109,365.85,175.47,13.726,1000.6,29.302,10.171,14.522,23.605,409.4,159.77,1110.1,48.204,1535.3,6.5591,103.21
2019-05-30,1063.7,18.169,1112.7,386.25,1136.9,1521.3,222.28,66.138,228.89,91.449,1709.4,1939.1,195.6,10.661,423.8,21.966,1399.6,15.148,37.785,128.82,5042.5,17.637,8.7017,365.87,175.23,13.729,1001.0,29.42,10.433,14.489,23.589,409.38,160.63,1112.7,48.262,1535.2,6.5551,104.89
2019-05-31,1060.6,18.158,1112.8,384.93,1132.5,1524.2,222.02,66.122,228.81,91.341,1708.7,1933.9,195.4,10.739,421.78,21.943,1408.7,15.13,37.733,128.65,5036.1,17.608,8.6888,365.76,174.58,13.714,999.1,29.378,10.365,14.489,23.404,408.71,160.4,1112.8,48.404,1532.7,6.5465,103.67
2019-06-01,1060.6,18.158,1112.8,384.93,1132.5,1524.2,222.02,66.122,228.81,91.341,1708.7,1933.9,195.4,10.739,421.78,21.943,1408.7,15.13,37.733,128.65,5036.1,17.608,8.6888,365.76,174.58,13.714,999.1,29.378,10.365,14.489,23.404,408.71,160.4,1112.8,48.404,1532.7,6.5465,103.67
2019-06-02,1060.6,18.158,1112.8,384.93,1132.5,1524.2,222.02,66.122,228.81,91.341,1708.7,1933.9,195.4,10.739,421.78,21.943,1408.7,15.13,37.733,128.65,5036.1,17.608,8.6888,365.76,174.58,13.714,999.1,29.378,10.365,14.489,23.404,408.71,160.4,1112.8,48.404,1532.7,6.5465,103.67
2019-06-03,1063.1,18.104,1115.8,389.91,1131.9,1534.1,221.45,66.141,228.95,91.353,1709.7,1934.5,195.23,10.716,420.91,22.084,1412.8,15.116,37.474,129.4,5029.4,17.574,8.6669,365.69,174.65,13.797,1002.9,29.497,10.417,14.511,23.359,407.91,161.13,1115.8,48.647,1529.7,6.5387,105.08
2019-06-04,1066.5,18.065,1117.1,393.42,1137.8,1537.8,221.14,66.751,230.25,91.205,1719.3,1934.0,195.0,10.708,423.05,22.047,1413.6,15.075,37.66,129.16,5025.1,17.568,8.6631,366.09,175.87,13.781,1006.9,29.54,10.402,14.596,23.458,407.62,161.97,1117.1,48.814,1528.6,6.5325,105.9
2019-06-05,1068.7,18.056,1119.3,395.75,1141.5,1538.9,220.99,67.062,230.57,91.086,1721.8,1941.5,194.71,10.694,422.79,22.033,1410.3,15.092,37.513,129.54,5024.2,17.545,8.653,365.7,175.94,13.776,1014.1,29.497,10.389,14.605,23.466,407.08,162.11,1119.3,48.703,1526.6,6.5203,103.75
2019-06-06,1064.8,18.048,1117.3,393.09,1137.8,1534.5,220.55,66.838,229.59,90.918,1714.8,1934.5,194.57,10.687,423.77,22.021,1410.4,15.053,37.383,129.29,5018.9,17.531,8.6461,365.46,175.1,13.76,1011.0,29.475,10.382,14.554,23.419,406.82,161.75,1117.3,48.656,1525.6,6.5188,102.39
2019-06-07,1063.4,18.039,1115.9,393.09,1141.9,1534.9,220.73,66.98,230.12,90.894,1718.4,1939.6,194.49,10.684,423.56,21.962,1406.0,15.071,37.511,128.69,5017.9,17.526,8.6438,366.68,175.38,13.726,1010.1,29.354,10.379,14.578,23.432,406.71,161.41,1115.9,48.627,1525.2,6.5179,101.03
2019-06-08,1063.4,18.039,1115.9,393.09,1141.9,1534.9,220.73,66.98,230.12,90.894,1718.4,1939.6,194.49,10.684,423.56,21.962,1406.0,15.071,37.511,128.69,5017.9,17.526,8.6438,366.68,175.38,13.726,1010.1,29.354,10.379,14.578,23.432,406.71,161.41,1115.9,48.627,1525.2,6.5179,101.03
2019-06-09,1063.4,18.039,1115.9,393.09,1141.9,1534.9,220.73,66.98,230.12,90.894,1718.4,1939.6,194.49,10.684,423.56,21.962,1406.0,15.071,37.511,128.69,5017.9,17.526,8.6438,366.68,175.38,13.726,1010.1,29.354,10.379,14.578,23.432,406.71,161.41,1115.9,48.627,1525.2,6.5179,101.03
2019-06-10,1064.0,18.077,1117.2,393.9,1151.2,1541.7,220.29,67.378,231.03,91.12,1725.4,1937.9,194.75,10.719,426.03,21.969,1406.3,15.085,37.51,128.67,5026.3,17.546,8.6514,366.85,176.4,13.729,1011.0,29.294,10.149,14.62,23.582,407.28,161.85,1117.2,48.682,1527.4,6.5394,102.62
2019-06-11,1066.4,18.145,1123.2,394.55,1156.0,1547.1,221.77,67.607,232.26,91.644,1734.6,1948.0,195.66,10.773,428.06,22.091,1411.1,15.12,37.685,129.79,5045.9,17.588,8.6891,368.16,177.25,13.806,1010.4,29.538,10.095,14.703,23.753,408.77,162.35,1123.2,48.992,1533.2,6.569,103.91
2019-06-12,1065.3,18.134,1123.5,397.31,1152.6,1545.8,221.41,67.82,232.65,91.366,1737.4,1952.3,195.86,10.76,427.86,22.104,1415.2,15.11,37.665,129.55,5045.3,17.586,8.6798,368.36,177.48,13.815,1008.6,29.477,10.084,14.724,23.646,408.54,162.15,1123.7,49.07,1532.2,6.5703,103.64
2019-06-13,1055.4,18.084,1118.2,395.1,1147.1,1539.2,220.76,67.455,231.07,91.251,1725.6,1935.7,195.26,10.7,425.48,21.989,1409.7,15.062,37.465,129.06,5028.5,17.533,8.6499,367.0,176.43,13.743,1003.1,29.47,9.971,14.627,23.641,407.42,161.13,1118.2,48.951,1528.0,6.5523,102.89
2019-06-14,1053.0,18.059,1116.5,396.59,1144.3,1534.1,220.49,67.388,230.6,91.086,1722.0,1933.1,195.06,10.657,423.94,21.904,1410.3,14.989,37.405,128.82,5023.5,17.515,8.6322,366.27,176.01,13.69,998.2,29.341,9.945,14.601,23.695,407.05,161.77,1116.5,48.992,1526.6,6.5442,102.86
2019-06-15,1053.0,18.059,1116.5,396.59,1144.3,1534.1,220.49,67.388,230.6,91.086,1722.0,1933.1,195.06,10.657,423.94,21.904,1410.3,14.989,37.405,128.82,5023.5,17.515,8.6322,366.27,176.01,13.69,998.2,29.341,9.945,14.601,23.695,407.05,161.77,1116.5,48.992,1526.6,6.5442,102.86
2019-06-16,1053.0,18.059,1116.5,396.59,1144.3,1534.1,220.49,67.388,230.6,91.086,1722.0,1933.1,195.06,10.657,423.94,21.904,1410.3,14.989,37.405,128.82,5023.5,17.515,8.6322,366.27,176.01,13.69,998.2,29.341,9.945,14.601,23.695,407.05,161.77,1116.5,48.992,1526.6,6.5442,102.86
2019-06-17,1051.6,18.11,1116.2,392.6,1140.7,1531.0,220.91,67.138,229.8,91.301,1716.0,1925.8,195.42,10.675,423.85,21.909,1409.0,14.995,37.395,128.95,5030.9,17.55,8.6489,366.38,175.38,13.693,996.4,29.325,9.731,14.549,23.779,408.01,161.17,1116.2,48.896,1530.2,6.5533,103.26
2019-06-18,1048.1,18.124,1116.7,393.81,1141.1,1532.6,221.09,67.002,229.57,91.536,1714.2,1918.5,195.48,10.688,423.76,21.978,1414.2,15.028,37.53,129.12,5033.3,17.564,8.6618,366.23,175.12,13.736,996.6,29.436,9.748,14.544,23.814,408.34,161.36,1116.7,48.81,1531.4,6.5624,104.48
2019-06-19,1049.5,18.08,1116.7,395.66,1141.8,1530.1,221.27,66.747,229.12,91.043,1711.0,1920.0,195.21,10.706,423.29,21.892,1409.1,15.0,37.49,129.84,5024.3,17.519,8.6421,365.78,174.77,13.688,996.4,29.421,9.715,14.514,23.891,407.36,160.05,1116.7,48.894,1527.7,6.552,105.03
2019-06-20,1054.1,18.038,1123.0,397.01,1153.5,1543.3,222.43,67.156,230.45,91.373,1720.6,1937.2,195.0,10.746,425.59,21.906,1413.8,14.972,37.401,131.24,5018.0,17.478,8.6251,367.12,177.92,13.692,1003.5,29.555,9.683,14.603,24.056,406.4,161.96,1123.0,49.236,1524.1,6.5426,107.1
2019-06-21,1051.6,18.0,1120.6,396.2,1153.3,1548.2,221.17,67.108,230.28,91.132,1719.2,1927.9,194.75,10.745,423.08,21.855,1415.9,14.934,37.316,130.7,5008.0,17.453,8.6054,366.29,177.71,13.66,999.1,29.511,9.672,14.59,24.107,405.54,161.98,1120.6,49.247,1521.0,6.5307,105.51
2019-06-22,1051.6,18.0,1120.6,396.2,1153.3,1548.2,221.17,67.108,230.28,91.132,1719.2,1927.9,194.75,10.745,423.08,21.855,1415.9,14.934,37.316,130.7,5008.0,17.453,8.6054,366.29,177.71,13.66,999.1,29.511,9.672,14.59,24.107,405.54,161.98,1120.6,49.247,1521.0,6.5307,105.51
2019-06-23,1051.6,18.0,1120.6,396.2,1153.3,1548.2,221.17,67.108,230.28,91.132,1719.2,1927.9,194.75,10.745,423.08,21.855,1415.9,14.934,37.316,130.7,5008.0,17.453,8.6054,366.29,177.71,13.66,999.1,29.511,9.672,14.59,24.107,405.54,161.98,1120.6,49.247,1521.0,6.5307,105.51
2019-06-24,1055.5,17.979,1121.6,397.47,1151.9,1555.7,220.71,67.57,231.7,90.923,1729.9,1934.3,194.45,10.743,421.78,21.865,1414.5,14.9,37.527,131.21,5005.8,17.427,8.608,366.53,179.12,13.667,1004.4,29.56,9.657,14.677,24.159,405.03,162.92,1121.6,49.361,1519.1,6.5225,106.18
2019-06-25,1056.1,17.938,1119.9,396.03,1150.5,1553.6,220.27,67.511,231.15,90.76,1725.8,1934.8,194.16,10.731,421.15,21.84,1415.4,14.834,37.172,131.11,4997.0,17.382,8.59,365.8,178.32,13.657,1007.2,29.506,9.633,14.637,24.203,404.14,163.76,1119.9,49.315,1515.7,6.506,106.0
2019-06-26,1059.2,17.957,1120.3,394.42,1152.9,1555.2,220.45,67.613,230.87,90.856,1723.5,1923.0,194.29,10.704,421.88,21.907,1412.2,14.854,37.298,131.23,5002.1,17.408,8.5966,365.66,178.24,13.692,1011.4,29.462,9.424,14.628,24.086,404.57,163.55,1120.3,49.399,1517.3,6.5092,105.71
2019-06-27,1061.6,17.96,1120.2,394.71,1156.4,1549.7,220.67,67.824,231.14,90.898,1725.2,1926.8,194.23,10.732,423.53,21.952,1405.8,14.834,37.322,131.17,5002.7,17.411,8.5953,366.1,178.3,13.72,1015.1,29.587,9.245,14.631,24.085,404.63,163.66,1120.2,49.293,1517.5,6.5101,107.09
2019-06-28,1062.2,17.93,1119.8,396.65,1156.8,1555.3,220.67,67.84,231.15,90.746,1725.3,1920.4,194.06,10.724,424.77,21.952,1407.1,14.795,37.26,131.14,4993.8,17.38,8.586,366.52,177.92,13.72,1016.2,29.521,9.259,14.643,24.014,403.97,163.55,1119.8,49.381,1515.0,6.5049,107.01
2019-06-29,1062.2,17.93,1119.8,396.65,1156.8,1555.3,220.67,67.84,231.15,90.746,1725.3,1920.4,194.06,10.724,424.77,21.952,1407.1,14.795,37.26,131.14,4993.8,17.38,8.586,366.52,177.92,13.72,1016.2,29.521,9.259,14.643,24.014,403.97,163.55,1119.8,49.381,1515.0,6.5049,107.01
2019-06-30,1062.2,17.93,1119.8,396.65,1156.8,1555.3,220.67,67.84,231.15,90.746,1725.3,1920.4,194.06,10.724,424.77,21.952,1407.1,14.795,37.26,131.14,4993.8,17.38,8.586,366.52,177.92,13.72,1016.2,29.521,9.259,14.643,24.014,403.97,163.55,1119.8,49.381,1515.0,6.5049,107.01
2019-07-01,1059.2,17.911,1117.6,392.99,1155.3,1537.9,221.14,67.373,229.72,90.541,1714.7,1912.9,193.82,10.726,423.6,21.914,1398.0,14.75,37.203,130.15,4982.0,17.359,8.5842,366.09,177.06,13.697,1015.3,29.663,9.539,14.553,23.971,403.55,162.71,1117.6,49.466,1513.4,6.5064,107.26
2019-07-02,1056.5,17.908,1115.7,393.93,1152.7,1531.6,219.99,67.201,228.94,90.959,1708.8,1909.2,193.89,10.703,422.68,21.924,1398.0,14.712,36.837,129.62,4978.9,17.356,8.5801,365.7,176.66,13.701,1008.1,29.599,9.706,14.505,23.906,403.47,161.95,1115.7,49.295,1513.1,6.5129,106.77
2019-07-03,1059.6,17.879,1114.5,392.83,1152.9,1532.8,219.58,67.032,228.44,90.787,1705.1,1900.1,193.77,10.701,423.07,21.943,1402.8,14.696,37.109,129.22,4970.5,17.325,8.586,365.12,176.19,13.715,1011.0,29.523,9.659,14.479,23.809,402.83,162.0,1114.5,49.458,1510.7,6.4976,107.14
2019-07-04,1057.3,17.831,1110.8,393.72,1152.1,1527.8,219.27,66.806,227.75,90.869,1699.7,1895.8,193.44,10.661,422.4,21.914,1397.4,14.706,36.972,128.77,4956.7,17.258,8.5505,364.31,176.34,13.696,1006.3,29.466,9.529,14.44,23.746,401.73,161.44,1110.8,49.131,1506.6,6.4808,107.72
2019-07-05,1055.4,17.8,1108.2,395.56,1151.3,1523.2,218.66,66.478,226.94,90.439,1693.7,1888.6,193.01,10.68,422.15,21.979,1392.4,14.645,36.935,128.44,4947.4,17.228,8.5382,363.77,175.82,13.731,1003.2,29.386,9.495,14.388,23.663,401.02,160.61,1108.2,49.062,1504.0,6.4723,106.51
2019-07-06,1055.4,17.8,1108.2,395.56,1151.3,1523.2,218.66,66.478,226.94,90.439,1693.7,1888.6,193.01,10.68,422.15,21.979,1392.4,14.645,36.935,128.44,4947.4,17.228,8.5382,363.77,175.82,13.731,1003.2,29.386,9.495,14.388,23.663,401.02,160.61,1108.2,49.062,1504.0,6.4723,106.51
2019-07-07,1055.4,17.8,1108.2,395.56,1151.3,1523.2,218.66,66.478,226.94,90.439,1693.7,1888.6,193.01,10.68,422.15,21.979,1392.4,14.645,36.935,128.44,4947.4,17.228,8.5382,363.77,175.82,13.731,1003.2,29.386,9.495,14.388,23.663,401.02,160.61,1108.2,49.062,1504.0,6.4723,106.51
2019-07-08,1053.1,17.834,1108.4,394.26,1152.9,1520.3,219.04,66.395,226.79,90.695,1692.6,1888.7,193.23,10.68,421.06,21.926,1390.3,14.68,36.979,127.63,4953.4,17.255,8.5595,363.94,175.05,13.703,1001.6,29.357,9.507,14.373,23.607,401.8,159.82,1108.4,48.965,1506.9,6.4823,106.34
2019-07-09,1045.6,17.845,1107.0,396.49,1148.3,1516.1,218.93,66.169,226.26,90.92,1688.6,1880.4,193.04,10.671,422.93,21.964,1384.3,14.696,37.001,127.42,4950.2,17.264,8.5792,363.85,173.87,13.727,996.3,29.352,9.513,14.346,23.604,402.04,158.93,1107.0,48.899,1507.8,6.4907,105.91
2019-07-10,1046.6,17.895,1110.8,397.84,1152.1,1524.7,219.71,66.359,227.32,90.975,1696.6,1885.5,193.51,10.701,423.47,22.05,1388.0,14.701,37.086,128.08,4965.8,17.312,8.6178,365.35,174.83,13.781,998.4,29.376,9.547,14.415,23.711,403.16,159.7,1110.8,49.019,1512.0,6.5046,106.4
2019-07-11,1055.1,17.895,1115.7,402.78,1159.1,1533.9,220.2,66.584,228.32,91.03,1704.5,1895.2,193.38,10.75,426.57,22.104,1399.2,14.68,37.086,128.82,4970.2,17.312,8.6154,367.48,176.76,13.815,1008.7,29.497,9.521,14.489,23.992,403.15,161.16,1115.7,49.404,1512.0,6.5165,108.52
2019-07-12,1057.2,17.879,1112.2,402.18,1159.5,1531.4,219.64,66.469,227.89,90.897,1701.7,1894.5,193.12,10.785,425.63,22.040,1394.3,14.667,37.054,128.19,4963.6,17.297,8.6080,367.43,177.04,13.775,1009.4,29.593,9.4940,14.459,23.956,402.80,161.35,1112.2,48.937,1510.7,6.5118,108.57
2019-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,1061.6,17.877,1113.5,403.74,1159.6,1536.2,219.70,66.498,228.03,91.063,1702.5,1895.5,192.94,10.852,426.13,22.029,1400.0,14.658,37.095,128.03,4963.1,17.294,8.6007,367.47,176.98,13.768,1015.2,29.594,9.4690,14.465,24.066,402.72,161.13,1113.5,48.939,1510.5,6.5150,108.65
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,1061.5,17.924,1112.7,401.88,1159.7,1530.4,220.19,66.332,227.42,91.070,1698.3,1878.6,193.79,10.833,427.39,22.014,1399.0,14.697,37.120,128.24,4972.0,17.340,8.6223,368.04,176.37,13.759,1017.8,29.632,9.4980,14.434,24.074,403.81,161.23,1112.7,48.989,1514.5,6.5273,108.26
2019-07-18,1064.7,17.913,1113.1,402.20,1159.4,1536.1,220.11,66.430,227.79,91.044,1700.8,1889.5,193.65,10.842,427.86,21.958,1404.8,14.688,37.098,128.43,4973.5,17.330,8.6159,368.00,176.06,13.724,1019.9,29.652,9.4750,14.454,24.051,403.58,161.74,1113.1,49.039,1513.6,6.5196,108.13
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,1063.3,17.880,1110.7,403.18,1157.7,1538.7,219.56,66.316,226.94,90.780,1694.3,1883.1,193.50,10.834,427.02,21.901,1400.4,14.613,37.020,128.32,4963.3,17.297,8.5914,367.32,176.17,13.687,1023.4,29.575,9.3810,14.389,23.983,402.83,160.71,1110.7,48.980,1510.8,6.5009,108.46
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,1053.9,17.913,1108.4,401.20,1152.8,1535.0,220.17,66.053,225.70,91.092,1684.7,1887.8,193.68,10.829,429.27,21.944,1400.4,14.540,37.104,128.11,4972.8,17.278,8.5927,367.65,174.78,13.715,1011.9,29.597,9.3870,14.308,23.965,403.58,160.03,1108.4,48.992,1513.6,6.5210,108.54
2019-07-26,1047.5,17.895,1104.3,400.00,1146.8,1523.7,219.66,65.894,225.41,91.103,1683.1,1880.3,193.37,10.792,428.85,21.895,1390.8,14.575,37.021,127.62,4963.1,17.252,8.5753,366.84,173.62,13.683,1004.6,29.583,9.3850,14.299,23.941,403.00,159.47,1104.3,48.826,1511.4,6.5114,106.75
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,1042.2,17.863,1100.4,399.81,1145.6,1521.8,218.97,65.550,224.83,90.935,1678.8,1860.2,193.06,10.765,428.14,21.921,1389.1,14.506,36.938,127.37,4957.1,17.228,8.5663,365.80,173.16,13.700,1000.3,29.559,9.3600,14.267,23.750,402.42,158.89,1100.4,48.900,1509.3,6.5028,105.77
2019-07-30,1040.1,17.861,1101.6,399.11,1145.7,1523.8,219.28,65.566,225.32,90.970,1682.4,1836.7,192.94,10.765,430.23,21.951,1390.1,14.470,36.995,127.70,4956.7,17.371,8.5628,365.87,172.79,13.718,999.30,29.650,9.3770,14.292,23.821,402.39,158.01,1101.6,48.960,1509.2,6.5038,106.17
2019-07-31,1040.7,17.867,1102.3,398.26,1148.1,1524.2,219.29,65.565,225.35,91.359,1682.6,1836.2,192.88,10.766,434.26,21.927,1390.6,14.468,36.948,127.70,4957.9,17.377,8.5632,365.50,172.21,13.702,997.40,29.678,9.5130,14.296,23.811,402.53,157.76,1102.3,49.088,1509.7,6.4982,106.27
2019-08-01,1036.9,17.908,1100.3,396.82,1145.1,1521.0,219.25,65.046,223.91,91.371,1671.9,1833.0,193.34,10.719,429.37,21.912,1387.1,14.584,37.013,127.35,4965.1,17.396,8.5728,365.09,170.57,13.694,992.70,29.550,9.4240,14.208,23.711,403.42,156.60,1100.3,49.007,1513.1,6.5206,104.84
2019-08-02,1027.0,17.887,1098.3,394.00,1143.7,1533.2,217.86,65.080,224.80,91.224,1678.3,1832.8,193.39,10.666,430.82,21.745,1414.5,14.684,37.153,126.00,4969.7,17.389,8.5670,363.89,169.59,13.591,987.40,29.392,9.4130,14.269,23.315,403.20,156.44,1098.2,49.147,1512.5,6.5138,102.98
2019-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,1022.2,17.898,1094.2,389.23,1142.7,1550.1,214.98,65.383,225.77,91.488,1685.6,1835.0,193.06,10.600,432.79,21.461,1426.9,14.640,36.985,124.51,4973.0,17.391,8.5465,362.01,169.17,13.413,985.30,29.150,9.4220,14.328,23.284,403.15,156.99,1094.6,49.077,1512.3,6.4982,101.48
